report_title,report_url,pdf_filename,page_number,row_number,code_localite,localite,montant_des_credits,montant_des_depots,nombre_guichets,periode
"Répartition par localités, des guichets, des dépôts et des crédits 04-2025","https://www.bkam.ma/content/download/830709/9049069/Répartition par localités, des guichets, des dépôts et des crédits 04 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 04 2025.pdf",1,30,151,BABBERRED,19046,120820,3,04-2025
"Répartition par localités, des guichets, des dépôts et des crédits 04-2025","https://www.bkam.ma/content/download/830709/9049069/Répartition par localités, des guichets, des dépôts et des crédits 04 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 04 2025.pdf",1,31,405,BEJAAD,254624,1253042,7,04-2025
"Répartition par localités, des guichets, des dépôts et des crédits 04-2025","https://www.bkam.ma/content/download/830709/9049069/Répartition par localités, des guichets, des dépôts et des crédits 04 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 04 2025.pdf",1,32,13,BELFAA,115064,1009767,6,04-2025
"Répartition par localités, des guichets, des dépôts et des crédits 04-2025","https://www.bkam.ma/content/download/830709/9049069/Répartition par localités, des guichets, des dépôts et des crédits 04 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 04 2025.pdf",1,33,615,BENAHMED,347741,1670356,8,04-2025
"Répartition par localités, des guichets, des dépôts et des crédits 04-2025","https://www.bkam.ma/content/download/830709/9049069/Répartition par localités, des guichets, des dépôts et des crédits 04 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 04 2025.pdf",1,34,201,BENGUERIR,810633,1789431,17,04-2025
"Répartition par localités, des guichets, des dépôts et des crédits 04-2025","https://www.bkam.ma/content/download/830709/9049069/Répartition par localités, des guichets, des dépôts et des crédits 04 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 04 2025.pdf",1,35,110,BENSLIMANE,1027432,2304022,15,04-2025
"Répartition par localités, des guichets, des dépôts et des crédits 04-2025","https://www.bkam.ma/content/download/830709/9049069/Répartition par localités, des guichets, des dépôts et des crédits 04 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 04 2025.pdf",1,36,523,BENTIB,51323,1991047,8,04-2025
"Répartition par localités, des guichets, des dépôts et des crédits 04-2025","https://www.bkam.ma/content/download/830709/9049069/Répartition par localités, des guichets, des dépôts et des crédits 04 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 04 2025.pdf",1,37,511,BENIANSAR,207418,1633470,7,04-2025
"Répartition par localités, des guichets, des dépôts et des crédits 04-2025","https://www.bkam.ma/content/download/830709/9049069/Répartition par localités, des guichets, des dépôts et des crédits 04 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 04 2025.pdf",1,38,571,BENIDRAR,48206,496977,4,04-2025
"Répartition par localités, des guichets, des dépôts et des crédits 04-2025","https://www.bkam.ma/content/download/830709/9049069/Répartition par localités, des guichets, des dépôts et des crédits 04 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 04 2025.pdf",1,39,90,BENIMELLAL,3417216,10446342,52,04-2025
"Répartition par localités, des guichets, des dépôts et des crédits 04-2025","https://www.bkam.ma/content/download/830709/9049069/Répartition par localités, des guichets, des dépôts et des crédits 04 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 04 2025.pdf",1,40,575,BERKANE,2420329,10809118,47,04-2025
"Répartition par localités, des guichets, des dépôts et des crédits 04-2025","https://www.bkam.ma/content/download/830709/9049069/Répartition par localités, des guichets, des dépôts et des crédits 04 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 04 2025.pdf",1,41,621,BERRECHID,4102101,5764389,40,04-2025
"Répartition par localités, des guichets, des dépôts et des crédits 04-2025","https://www.bkam.ma/content/download/830709/9049069/Répartition par localités, des guichets, des dépôts et des crédits 04 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 04 2025.pdf",1,42,286,BHALIL,20012,207974,3,04-2025
"Répartition par localités, des guichets, des dépôts et des crédits 04-2025","https://www.bkam.ma/content/download/830709/9049069/Répartition par localités, des guichets, des dépôts et des crédits 04 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 04 2025.pdf",1,43,11,BIOUGRA,486914,2222407,13,04-2025
"Répartition par localités, des guichets, des dépôts et des crédits 04-2025","https://www.bkam.ma/content/download/830709/9049069/Répartition par localités, des guichets, des dépôts et des crédits 04 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 04 2025.pdf",1,44,177,BIRJDID,168937,645000,6,04-2025
"Répartition par localités, des guichets, des dépôts et des crédits 04-2025","https://www.bkam.ma/content/download/830709/9049069/Répartition par localités, des guichets, des dépôts et des crédits 04 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 04 2025.pdf",1,45,55,BNIBOUAYACH,69505,1386081,5,04-2025
"Répartition par localités, des guichets, des dépôts et des crédits 04-2025","https://www.bkam.ma/content/download/830709/9049069/Répartition par localités, des guichets, des dépôts et des crédits 04 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 04 2025.pdf",1,46,122,BNIYAKHLEF,176958,433627,5,04-2025
"Répartition par localités, des guichets, des dépôts et des crédits 04-2025","https://www.bkam.ma/content/download/830709/9049069/Répartition par localités, des guichets, des dépôts et des crédits 04 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 04 2025.pdf",1,47,312,BOUARFA,215554,620637,5,04-2025
"Répartition par localités, des guichets, des dépôts et des crédits 04-2025","https://www.bkam.ma/content/download/830709/9049069/Répartition par localités, des guichets, des dépôts et des crédits 04 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 04 2025.pdf",1,48,527,BOUDINAR,20105,900527,3,04-2025
"Répartition par localités, des guichets, des dépôts et des crédits 04-2025","https://www.bkam.ma/content/download/830709/9049069/Répartition par localités, des guichets, des dépôts et des crédits 04 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 04 2025.pdf",1,49,212,BOUDNIB,84249,158192,3,04-2025
"Répartition par localités, des guichets, des dépôts et des crédits 04-2025","https://www.bkam.ma/content/download/830709/9049069/Répartition par localités, des guichets, des dépôts et des crédits 04 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 04 2025.pdf",1,50,481,BOUFAKRANE,135248,509337,5,04-2025
"Répartition par localités, des guichets, des dépôts et des crédits 04-2025","https://www.bkam.ma/content/download/830709/9049069/Répartition par localités, des guichets, des dépôts et des crédits 04 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 04 2025.pdf",1,51,325,BOUIZAKARNE,131380,610682,3,04-2025
"Répartition par localités, des guichets, des dépôts et des crédits 04-2025","https://www.bkam.ma/content/download/830709/9049069/Répartition par localités, des guichets, des dépôts et des crédits 04 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 04 2025.pdf",2,1,130,BOUJDOUR,273189,765033,6,04-2025
"Répartition par localités, des guichets, des dépôts et des crédits 04-2025","https://www.bkam.ma/content/download/830709/9049069/Répartition par localités, des guichets, des dépôts et des crédits 04 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 04 2025.pdf",2,2,401,BOUJNIBA,72660,374731,3,04-2025
"Répartition par localités, des guichets, des dépôts et des crédits 04-2025","https://www.bkam.ma/content/download/830709/9049069/Répartition par localités, des guichets, des dépôts et des crédits 04 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 04 2025.pdf",2,3,140,BOULEMANE,83222,334276,10,04-2025
"Répartition par localités, des guichets, des dépôts et des crédits 04-2025","https://www.bkam.ma/content/download/830709/9049069/Répartition par localités, des guichets, des dépôts et des crédits 04 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 04 2025.pdf",2,4,555,BOUMALENDADES,66889,633502,4,04-2025
"Répartition par localités, des guichets, des dépôts et des crédits 04-2025","https://www.bkam.ma/content/download/830709/9049069/Répartition par localités, des guichets, des dépôts et des crédits 04 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 04 2025.pdf",2,5,395,BOUMIA,91651,199327,4,04-2025
"Répartition par localités, des guichets, des dépôts et des crédits 04-2025","https://www.bkam.ma/content/download/830709/9049069/Répartition par localités, des guichets, des dépôts et des crédits 04 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 04 2025.pdf",2,6,791,BOUSKOURA,944631,2615349,15,04-2025
"Répartition par localités, des guichets, des dépôts et des crédits 04-2025","https://www.bkam.ma/content/download/830709/9049069/Répartition par localités, des guichets, des dépôts et des crédits 04 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 04 2025.pdf",2,7,121,BOUZNIKA,618743,2152368,15,04-2025
"Répartition par localités, des guichets, des dépôts et des crédits 04-2025","https://www.bkam.ma/content/download/830709/9049069/Répartition par localités, des guichets, des dépôts et des crédits 04 2025.pdf","Répartition par localités, des guichets, des dépôts et des crédits 04 2025.pdf",2,8,108,BRADIA,56110,688030,4,04-2025
